contrast,method,calibration,cal_se,cal_lo,cal_hi,cal_p,top_bottom,tb_se,tb_lo,tb_hi,N
food-cash,t,-0.23881095628922328,0.2257745278197244,-0.6813208994424196,0.20369898686397303,0.2901735751286031,-0.017031512560383155,0.029957380803206618,-0.07574797893466813,0.04168495381390182,3634
medical-cash,t,0.6040528523503954,0.19077966609280678,0.2301315778259168,0.9779741268748741,0.0015442710449164597,0.09044672650500543,0.02883919003937572,0.03392191402782902,0.14697153898218185,3661
food-cash,dr,-0.2591665852961723,0.1957554734606546,-0.6428402630556418,0.12450709246329711,0.185526223611594,-0.039711141887984885,0.02889688297189315,-0.09634903251289546,0.016926748736925692,3634
medical-cash,dr,0.3285423137619617,0.16988004133454077,-0.00441644894591392,0.6615010764698372,0.05311724336454318,0.03846875837019337,0.02761499510451723,-0.015656632034660403,0.09259414877504714,3661
food-cash,r,-0.2377570353319981,0.1920474924175352,-0.6141632037915962,0.13864913312759997,0.21571173656041986,-0.045521735389675716,0.028517960337921137,-0.10141693765200115,0.010373466872649714,3634
medical-cash,r,0.2812027561491413,0.16876409515216514,-0.049568792232593084,0.6119743045308756,0.09566412335869585,0.02542267058605563,0.027356771350920482,-0.028196601261748513,0.07904194243385977,3661
