sample,variable,contrast,spec,se_type,amount,effect,se,lo,hi,p,N
C,q43_edu,medical-cash,province_FE,HC1,pooled,-0.06188565996068243,0.05462052785991433,-0.16893992738268115,0.04516860746131629,0.2572096257442932,5171
C,q43_edu,medical-food,province_FE,HC1,200,-0.07466628716989973,0.09322355380973128,-0.25738109514780483,0.10804852080800534,0.42316753708716726,5171
C,q43_edu,medical-food,province_FE,HC1,1000,-0.19949275257787658,0.08918081103511108,-0.3742839303187665,-0.02470157483698665,0.02528980064389637,5171
C,q43_edu,medical-food,province_FE,HC1,5000,-0.10900108075580885,0.09168197157022945,-0.2886944430650837,0.070692281553466,0.23447736854395806,5171
C,q43_edu,medical-food,province_FE,HC1,pooled,-0.12772004016786173,0.05274575106903499,-0.23109981260068538,-0.024340267735038085,0.015459661902341873,5171
C,q43_edu,medical-cash,citytier_FE,HC1,200,-0.0883727711348294,0.09950200307770504,-0.2833931135567249,0.1066475712870661,0.37445970742829304,5171
C,q43_edu,medical-cash,citytier_FE,HC1,1000,-0.10167249439945912,0.09039904538338656,-0.27885136758769863,0.07550637878878037,0.2607129553141294,5171
C,q43_edu,medical-cash,citytier_FE,HC1,5000,-0.0005922754173345174,0.09212948959595721,-0.18116275693946826,0.17997820610479925,0.9948706526190483,5171
C,q43_edu,medical-cash,citytier_FE,HC1,pooled,-0.06354584698387435,0.05433647093832307,-0.1700433730699949,0.04295167910224619,0.2422071009490696,5171
C,q43_edu,medical-food,citytier_FE,HC1,200,-0.0815218110328862,0.09263076594633787,-0.26307477614806773,0.10003115408229535,0.37881991114852787,5171
C,q43_edu,medical-food,citytier_FE,HC1,1000,-0.1890421690437499,0.08846816877014425,-0.3624365936114438,-0.01564774447605599,0.03261114793077033,5171
C,q43_edu,medical-food,citytier_FE,HC1,5000,-0.1148790277773972,0.09111861553990122,-0.29346823255675525,0.06371017700196088,0.20739405554595147,5171
C,q43_edu,medical-food,citytier_FE,HC1,pooled,-0.1284810026180111,0.05239580914239779,-0.23117490147794525,-0.02578710375807694,0.014201585252314354,5171
C,q30_medexp,medical-cash,saturated,HC1,200,0.14428140087669084,0.10500780403814168,-0.061530113133706515,0.35009291488708816,0.16943967757391065,5171
C,q30_medexp,medical-cash,saturated,HC1,1000,0.07062518638777734,0.09114986552029239,-0.108025267227665,0.2492756400032197,0.4384431275097932,5171
C,q30_medexp,medical-cash,saturated,HC1,5000,0.18075679265462313,0.09105241948042307,0.002297329767760703,0.35921625554148556,0.04712279900508387,5171
C,q30_medexp,medical-cash,saturated,HC1,pooled,0.13188779330636377,0.055403048438510114,0.023299813733155872,0.24047577287957167,0.017288452541173324,5171
C,q30_medexp,medical-food,saturated,HC1,200,0.27798737465449774,0.1014833057228937,0.07908375040555854,0.47689099890343695,0.006158095037470516,5171
C,q30_medexp,medical-food,saturated,HC1,1000,0.03008786700453059,0.08937860297448552,-0.14509097581396557,0.20526670982302675,0.7363929035797241,5171
C,q30_medexp,medical-food,saturated,HC1,5000,0.1579333326576589,0.09168102672384555,-0.021758177786732585,0.33762484310205043,0.08495378733074584,5171
C,q30_medexp,medical-food,saturated,HC1,pooled,0.15533619143889574,0.05445977789081845,0.04859698816684087,0.2620753947109506,0.0043402694397161835,5171
C,q30_medexp,medical-cash,controls,HC1,200,0.13685548921468324,0.10297307655908229,-0.06496803221840372,0.3386790106477702,0.18383428800661494,5171
C,q30_medexp,medical-cash,controls,HC1,1000,0.08393418745534825,0.08875891917549726,-0.09003009743532797,0.2578984723460245,0.34433106732209184,5171
C,q30_medexp,medical-cash,controls,HC1,5000,0.16764419007684409,0.08991813287521691,-0.008592111915668083,0.3438804920693562,0.062264268305428264,5171
C,q30_medexp,medical-cash,controls,HC1,pooled,0.12947795558229186,0.05438669608358241,0.02288199002034473,0.23607392114423897,0.017280167682005958,5171
C,q30_medexp,medical-food,controls,HC1,200,0.23446652382109265,0.10091007843829394,0.036686404404924655,0.43224664323726064,0.020151267283479865,5171
C,q30_medexp,medical-food,controls,HC1,1000,0.014860301477659689,0.08691981792302819,-0.15549941119425467,0.18522001414957404,0.8642507905165877,5171
C,q30_medexp,medical-food,controls,HC1,5000,0.14101316822937227,0.08951307730369693,-0.034429239431223446,0.316455575889968,0.11517892119964426,5171
C,q30_medexp,medical-food,controls,HC1,pooled,0.13011333117604157,0.05367107528527992,0.024919956605355106,0.23530670574672802,0.015339075531431996,5171
C,q30_medexp,medical-cash,province_FE,HC1,200,0.14228591532913828,0.10635998675073981,-0.06617582809846906,0.35074765875674563,0.18096922948892136,5171
C,q30_medexp,medical-cash,province_FE,HC1,1000,0.07844325736340192,0.09171000909818044,-0.10130505749087244,0.2581915722176763,0.3923628396910991,5171
C,q30_medexp,medical-cash,province_FE,HC1,5000,0.17866272503788566,0.09168635878909594,-0.0010392360623598107,0.3583646861381311,0.051339710592673775,5171
C,q30_medexp,medical-cash,province_FE,HC1,pooled,0.13313063257680863,0.05582051659051185,0.02372443046098484,0.24253683469263243,0.01708020216339297,5171
C,q30_medexp,medical-food,province_FE,HC1,200,0.2699574137827886,0.10254785998610708,0.06896730151836258,0.47094752604721457,0.008475860360760557,5171
C,q30_medexp,medical-food,province_FE,HC1,1000,0.02470181778860063,0.09005608490761405,-0.15180486521900405,0.20120850079620528,0.783858916621341,5171
C,q30_medexp,medical-food,province_FE,HC1,5000,0.15080621463247307,0.09233679007288838,-0.030170568358423744,0.3317829976233699,0.10242291187976942,5171
C,q30_medexp,medical-food,province_FE,HC1,pooled,0.14848848206795412,0.05483830569891375,0.04100737792488557,0.25596958621102267,0.00677408067154376,5171
C,q30_medexp,medical-cash,citytier_FE,HC1,200,0.15028337230310662,0.10468308237412503,-0.05489169894081819,0.35545844354703143,0.15111527207040623,5171
C,q30_medexp,medical-cash,citytier_FE,HC1,1000,0.0664622234605894,0.09118304905518032,-0.11225326868811304,0.24517771560929186,0.4660702213948005,5171
C,q30_medexp,medical-cash,citytier_FE,HC1,5000,0.17772495379260583,0.09131866922779211,-0.001256349009992802,0.3567062565952045,0.05162998393325401,5171
C,q30_medexp,medical-cash,citytier_FE,HC1,pooled,0.13149018318543396,0.05535230650835234,0.02300165596784133,0.2399787104030266,0.017524524034654862,5171
C,q30_medexp,medical-food,citytier_FE,HC1,200,0.2785706648773417,0.10103901096905123,0.08053784234445385,0.4766034874102296,0.005832356142582229,5171
C,q30_medexp,medical-food,citytier_FE,HC1,1000,0.02719045777079375,0.08965914502974404,-0.14853823737215793,0.20291915291374546,0.7616881110912241,5171
C,q30_medexp,medical-food,citytier_FE,HC1,5000,0.15694955518451792,0.09169298724858163,-0.022765397457592512,0.3366645078266284,0.08695464528580296,5171
C,q30_medexp,medical-food,citytier_FE,HC1,pooled,0.1542368926108845,0.05443943790186439,0.04753755498462553,0.26093623023714346,0.004608698665559809,5171
Q1,income_h,medical-cash,saturated,HC1,200,-0.024298000479053974,0.1376530947420606,-0.29409310853397264,0.2454971075758647,0.8598884268686783,2715
Q1,income_h,medical-cash,saturated,HC1,1000,-0.34286426204507203,0.11509438443959541,-0.5684451103694863,-0.11728341372065781,0.0028920643453974586,2715
Q1,income_h,medical-cash,saturated,HC1,5000,-0.2041597146114615,0.11907790991184743,-0.4375481293929876,0.02922870017006457,0.08643595381508494,2715
Q1,income_h,medical-cash,saturated,HC1,pooled,-0.19044065904519583,0.07178257328795853,-0.3311319174072015,-0.04974940068319017,0.007977495794324822,2715
Q1,income_h,medical-food,saturated,HC1,200,-0.28846939219682777,0.12778206299630834,-0.5389176335398205,-0.03802115085383506,0.023976173000191097,2715
Q1,income_h,medical-food,saturated,HC1,1000,-0.1241197036315802,0.1168608480977639,-0.35316275710600353,0.10492334984284313,0.28818331053714275,2715
Q1,income_h,medical-food,saturated,HC1,5000,-0.2029817141440915,0.12048870118288815,-0.4391352290065609,0.033171800718377886,0.09205543968672879,2715
Q1,income_h,medical-food,saturated,HC1,pooled,-0.20519026999083317,0.07031851388460966,-0.34301202465104785,-0.0673685153306185,0.0035227075025698455,2715
Q1,q43_edu,medical-cash,saturated,HC1,200,0.043500800927963795,0.13765922031702843,-0.2263063130332764,0.31330791488920395,0.7519998212154565,2715
Q1,q43_edu,medical-cash,saturated,HC1,1000,-0.1178377802375232,0.1263654600377598,-0.3655095308013679,0.1298339703263215,0.35107005711288375,2715
Q1,q43_edu,medical-cash,saturated,HC1,5000,-0.18354394845205751,0.1304446396130253,-0.43921074406989397,0.07212284716577894,0.15940842992844717,2715
Q1,q43_edu,medical-cash,saturated,HC1,pooled,-0.0859603092538723,0.07596351056235928,-0.23484605409532447,0.06292543558757988,0.2578026362215319,2715
Q1,q43_edu,medical-food,saturated,HC1,200,-0.02933307178685593,0.12069893435333973,-0.26589863609176606,0.2072324925180542,0.8079846619394946,2715
Q1,q43_edu,medical-food,saturated,HC1,1000,-0.2125732327148312,0.13053496485716598,-0.46841706255807813,0.043270597128415744,0.1034237096264392,2715
Q1,q43_edu,medical-food,saturated,HC1,5000,-0.28459520270873684,0.12562586284084348,-0.5308173694035587,-0.038373036013914924,0.023486986240485223,2715
Q1,q43_edu,medical-food,saturated,HC1,pooled,-0.17550050240347465,0.07256373996456106,-0.3177228193175441,-0.0332781854894052,0.0155816367265233,2715
Q1,q30_medexp,medical-cash,saturated,HC1,200,0.17626840052849838,0.141272522224586,-0.10062065503682452,0.4531574560938213,0.21213400573154362,2715
Q1,q30_medexp,medical-cash,saturated,HC1,1000,0.01076293070061038,0.1241133696017426,-0.23249480371871348,0.25402066511993426,0.9308952359789632,2715
Q1,q30_medexp,medical-cash,saturated,HC1,5000,0.19841010558098043,0.12267294696535627,-0.04202445234850999,0.43884466351047086,0.10579393322184803,2715
Q1,q30_medexp,medical-cash,saturated,HC1,pooled,0.1284804789366964,0.07484109534114419,-0.01820537249547466,0.27516633036886745,0.08603211798966627,2715
Q1,q30_medexp,medical-food,saturated,HC1,200,0.25713406229063973,0.1287077500711959,0.004871507619913229,0.5093966169613662,0.04573689866338824,2715
Q1,q30_medexp,medical-food,saturated,HC1,1000,0.06329386562616118,0.12174424942228154,-0.17532047856637192,0.30190820981869426,0.6031388269398721,2715
Q1,q30_medexp,medical-food,saturated,HC1,5000,0.1490208398426287,0.13137166906556208,-0.10846290011478771,0.4065045798000451,0.25664971994007635,2715
Q1,q30_medexp,medical-food,saturated,HC1,pooled,0.1564829225864765,0.07351935695890335,0.012387630780481745,0.30057821439247123,0.03329906208443154,2715
Q2,income_h,medical-cash,saturated,HC1,200,0.07488099240996723,0.20578460792196027,-0.3284494276897708,0.4782114125097052,0.7159472960498958,1208
Q2,income_h,medical-cash,saturated,HC1,1000,-0.24378710156160496,0.17831119092175748,-0.5932706138086951,0.10569641068548516,0.17156255272229615,1208
Q2,income_h,medical-cash,saturated,HC1,5000,-0.2276738256285862,0.16984503714419608,-0.5605639813840783,0.10521633012690582,0.18008943744966266,1208
Q2,income_h,medical-cash,saturated,HC1,pooled,-0.13219331159340797,0.10697326888736866,-0.34185706592116966,0.07747044273435372,0.2165477011563136,1208
Q2,income_h,medical-food,saturated,HC1,200,-0.25493478099290867,0.1879004959691623,-0.6232129857696804,0.11334342378386303,0.17485933481236682,1208
Q2,income_h,medical-food,saturated,HC1,1000,-0.07570771229547854,0.19892748791127723,-0.4655984241366089,0.3141829995456519,0.703515338428989,1208
Q2,income_h,medical-food,saturated,HC1,5000,-0.3388251288632993,0.17955686263983645,-0.6907501128143843,0.013099855087785717,0.05915933008663837,1208
Q2,income_h,medical-food,saturated,HC1,pooled,-0.2231558740505622,0.10909700512907948,-0.4369820749247395,-0.009329673176384862,0.04080743982927058,1208
Q2,q43_edu,medical-cash,saturated,HC1,200,-0.12276180070391274,0.2247552846798593,-0.5632740640114839,0.31775046260365847,0.5849270465588747,1208
Q2,q43_edu,medical-cash,saturated,HC1,1000,-0.20444324729655927,0.19411726806560015,-0.5849061014824427,0.17601960688932416,0.29225183930707777,1208
Q2,q43_edu,medical-cash,saturated,HC1,5000,-0.012893452402970629,0.19761921318503683,-0.4002199928987858,0.37443308809284453,0.9479797914188903,1208
Q2,q43_edu,medical-cash,saturated,HC1,pooled,-0.11336616680114756,0.11890696885130618,-0.3464195432605337,0.11968720965823859,0.3403863224829835,1208
Q2,q43_edu,medical-food,saturated,HC1,200,-0.1632852017632288,0.19620855215073965,-0.5478468974374275,0.22127649391096987,0.40529478489902127,1208
Q2,q43_edu,medical-food,saturated,HC1,1000,-0.37111552499058026,0.20804928178559484,-0.7788846242997712,0.036653574318610715,0.07445834467488296,1208
Q2,q43_edu,medical-food,saturated,HC1,5000,-0.3325377643807853,0.1888252358185079,-0.7026284259573434,0.03755289719577276,0.07822359267330248,1208
Q2,q43_edu,medical-food,saturated,HC1,pooled,-0.28897949704486475,0.11423040521026231,-0.5128669771963954,-0.06509201689333408,0.011412921823863352,1208
Q2,q30_medexp,medical-cash,saturated,HC1,200,0.04562703296839432,0.2098119489027687,-0.36559683040719043,0.4568508963439791,0.8278449496419518,1208
Q2,q30_medexp,medical-cash,saturated,HC1,1000,-0.012298978641351876,0.18236618439230753,-0.36973013204826516,0.3451321747655614,0.946230539392661,1208
Q2,q30_medexp,medical-cash,saturated,HC1,5000,0.18940020882861597,0.1655890621858665,-0.13514838928944573,0.5139488069466777,0.25270799394400933,1208
Q2,q30_medexp,medical-cash,saturated,HC1,pooled,0.07424275438521946,0.10785701266428926,-0.137153105916868,0.2856386146873069,0.49123602293247426,1208
Q2,q30_medexp,medical-food,saturated,HC1,200,0.21180538835136842,0.18638166011524832,-0.15349595285330375,0.5771067295560406,0.25578634580533344,1208
Q2,q30_medexp,medical-food,saturated,HC1,1000,0.08620869009552601,0.19103352782748692,-0.2882101442859786,0.4606275244770306,0.6517912293851132,1208
Q2,q30_medexp,medical-food,saturated,HC1,5000,0.025351033106971343,0.17728484670140507,-0.3221208814324872,0.37282294764642987,0.8862932994246886,1208
Q2,q30_medexp,medical-food,saturated,HC1,pooled,0.10778837051795526,0.10680295920342274,-0.10154158296305402,0.31711832399896456,0.3128660481312625,1208
