sample,variable,contrast,spec,se_type,amount,effect,se,lo,hi,p,N
R,q43_edu,medical-cash,citytier_FE,HC3,1000,-0.17819474330055585,0.09054275169729017,-0.35565527568839744,-0.0007342109127142504,0.049059641058757694,5497
R,q43_edu,medical-cash,citytier_FE,HC3,5000,-0.014990466764969235,0.08836844138851702,-0.18818942925640128,0.1582084957264628,0.8652964281534874,5497
R,q43_edu,medical-cash,citytier_FE,HC3,pooled,-0.10009342814534837,0.05320058904206308,-0.20436466662410827,0.004177810333411525,0.05991282598450545,5497
R,q43_edu,medical-food,citytier_FE,HC3,200,-0.07873282508998311,0.09116547935863246,-0.25741388126623244,0.09994823108626621,0.3877936971634012,5497
R,q43_edu,medical-food,citytier_FE,HC3,1000,-0.2623707223204569,0.08813861392091879,-0.4351192312527383,-0.08962221338817541,0.002912772264922466,5497
R,q43_edu,medical-food,citytier_FE,HC3,5000,-0.1109655095476086,0.08642887818032835,-0.2803629980052519,0.058431978910034696,0.1991790816378135,5497
R,q43_edu,medical-food,citytier_FE,HC3,pooled,-0.15068968565268287,0.05114855273863048,-0.2509390068817462,-0.05044036442361957,0.003217893357724134,5497
R,q43_edu,medical-cash,citytier_FE,province_cluster,200,-0.10709507437052006,0.1021805714680072,-0.3073653143675352,0.0931751656264951,0.29459426119815113,5497
R,q43_edu,medical-cash,citytier_FE,province_cluster,1000,-0.17819474330055585,0.11597851125141691,-0.4055084483339064,0.04911896173279473,0.12442898229344364,5497
R,q43_edu,medical-cash,citytier_FE,province_cluster,5000,-0.014990466764969235,0.09591413756477199,-0.2029787220001426,0.17299778847020414,0.8758040586221557,5497
R,q43_edu,medical-cash,citytier_FE,province_cluster,pooled,-0.10009342814534837,0.07179767717027884,-0.24081428957272855,0.04062743328203182,0.16328620478389355,5497
R,q43_edu,medical-food,citytier_FE,province_cluster,200,-0.07873282508998311,0.11372871016002582,-0.3016370010118282,0.14417135083186203,0.48875756773093504,5497
R,q43_edu,medical-food,citytier_FE,province_cluster,1000,-0.2623707223204569,0.10824583880326356,-0.47452866785118175,-0.050212776789732044,0.015357319829053029,5497
R,q43_edu,medical-food,citytier_FE,province_cluster,5000,-0.1109655095476086,0.09445070209651281,-0.29608548397129547,0.07415446487607828,0.2400542993694983,5497
R,q43_edu,medical-food,citytier_FE,province_cluster,pooled,-0.15068968565268287,0.055789916470715205,-0.26003591263578263,-0.04134345866958311,0.006912716112410642,5497
R,q30_medexp,medical-cash,saturated,HC1,200,0.13684232278879252,0.10056207878259715,-0.06025572983557742,0.33394037541316246,0.1735849303288729,5497
R,q30_medexp,medical-cash,saturated,HC1,1000,0.07696681063027444,0.09005185121206098,-0.0995315744865247,0.2534651957470736,0.3927203657439219,5497
R,q30_medexp,medical-cash,saturated,HC1,5000,0.14301945530380225,0.08652053209033925,-0.026557671516504677,0.3125965821241092,0.09832847426088291,5497
R,q30_medexp,medical-cash,saturated,HC1,pooled,0.11894286290762307,0.05344557987023583,0.014191451229101953,0.2236942745861442,0.026048036282555777,5497
R,q30_medexp,medical-food,saturated,HC1,200,0.25569254239258254,0.09660943791476143,0.06634152351299177,0.4450435612721733,0.008129052308328487,5497
R,q30_medexp,medical-food,saturated,HC1,1000,0.03258939808796475,0.08847940382403226,-0.140827046780714,0.20600584295664354,0.7126290455966098,5497
R,q30_medexp,medical-food,saturated,HC1,5000,0.12822883939300636,0.08832707053878973,-0.04488903772295039,0.3013467165089631,0.14657108470786775,5497
R,q30_medexp,medical-food,saturated,HC1,pooled,0.1388369266245179,0.05266630778910077,0.03561286015917907,0.24206099308985674,0.008384965505328587,5497
R,q30_medexp,medical-cash,saturated,HC3,200,0.13684232278879252,0.10109401395068623,-0.06129830360714228,0.3349829491847273,0.17585939956860475,5497
R,q30_medexp,medical-cash,saturated,HC3,1000,0.07696681063027444,0.09052990971303737,-0.10046855193094162,0.2544021731914905,0.3952244544895852,5497
R,q30_medexp,medical-cash,saturated,HC3,5000,0.14301945530380225,0.08697405343336428,-0.02744655701505397,0.3134854676226585,0.10009521469436054,5497
R,q30_medexp,medical-cash,saturated,HC3,pooled,0.11894286290762307,0.05372786384481404,0.013638184805515832,0.22424754100973032,0.026842389028605237,5497
R,q30_medexp,medical-food,saturated,HC3,200,0.25569254239258254,0.09710863386139991,0.06536311743635195,0.44602196734881316,0.008462021082963261,5497
R,q30_medexp,medical-food,saturated,HC3,1000,0.03258939808796475,0.08895328184235447,-0.14175583062969077,0.20693462680562025,0.7140924897579009,5497
R,q30_medexp,medical-food,saturated,HC3,5000,0.12822883939300636,0.08880364237393805,-0.04582310135588724,0.30228078014189996,0.14875044293943487,5497
R,q30_medexp,medical-food,saturated,HC3,pooled,0.1388369266245179,0.05294531772376211,0.03506601073591398,0.24260784251312184,0.008734616174283682,5497
R,q30_medexp,medical-cash,saturated,province_cluster,200,0.13684232278879252,0.10379092241336184,-0.06658414706358776,0.3402687926411728,0.18735569191030432,5497
R,q30_medexp,medical-cash,saturated,province_cluster,1000,0.07696681063027444,0.0933592137723551,-0.10601388598851735,0.25994750724906623,0.4097033419950816,5497
R,q30_medexp,medical-cash,saturated,province_cluster,5000,0.14301945530380225,0.08898596547826874,-0.031389832163129044,0.3174287427707335,0.10800751627596396,5497
R,q30_medexp,medical-cash,saturated,province_cluster,pooled,0.11894286290762307,0.05244103226816699,0.016160328349912947,0.2217253974653332,0.023321534881874363,5497
R,q30_medexp,medical-food,saturated,province_cluster,200,0.25569254239258254,0.10045698199803002,0.05880047568085514,0.45258460910431,0.010918580069004603,5497
R,q30_medexp,medical-food,saturated,province_cluster,1000,0.03258939808796475,0.08460330117893412,-0.13323002519594124,0.19840882137187071,0.700087435349807,5497
R,q30_medexp,medical-food,saturated,province_cluster,5000,0.12822883939300636,0.0735350540984563,-0.01589721824117249,0.2723548970271852,0.08119773735238604,5497
R,q30_medexp,medical-food,saturated,province_cluster,pooled,0.1388369266245179,0.04542028319453075,0.04981480739562777,0.22785904585340805,0.002237758532356236,5497
R,q30_medexp,medical-cash,controls,HC1,200,0.1271291800805671,0.09874664539761077,-0.06641068849289791,0.3206690486540321,0.19794520699488405,5497
R,q30_medexp,medical-cash,controls,HC1,1000,0.09151842942666347,0.08776390128595728,-0.08049565623654134,0.2635325150898683,0.2970502572716158,5497
R,q30_medexp,medical-cash,controls,HC1,5000,0.12296251015804402,0.08579283033323937,-0.04518834742686062,0.29111336774294866,0.15178661815792832,5497
R,q30_medexp,medical-cash,controls,HC1,pooled,0.11387003988842487,0.052556677735317726,0.010860844380123996,0.21687923539672574,0.030264290115644476,5497
R,q30_medexp,medical-food,controls,HC1,200,0.206207804012139,0.0955818511014818,0.018870818277564566,0.3935447897467135,0.0309749034516281,5497
R,q30_medexp,medical-food,controls,HC1,1000,0.01822318485917692,0.08631873595167759,-0.1509584287971339,0.18740479851548775,0.8327974912395356,5497
R,q30_medexp,medical-food,controls,HC1,5000,0.10610662248898757,0.08713476824700829,-0.06467438507639299,0.2768876300543681,0.22332658774002057,5497
R,q30_medexp,medical-food,controls,HC1,pooled,0.11017920378676782,0.051998239303556036,0.008264527492302887,0.21209388008123276,0.034098700272993374,5497
R,q30_medexp,medical-cash,controls,HC3,200,0.1271291800805671,0.09969707448937593,-0.06827349528261673,0.3225318554437509,0.2022545378113335,5497
R,q30_medexp,medical-cash,controls,HC3,1000,0.09151842942666347,0.08854776150365422,-0.08203199403214106,0.265068852885468,0.301347162605347,5497
R,q30_medexp,medical-cash,controls,HC3,5000,0.12296251015804402,0.08663225362873565,-0.04683358685381728,0.2927586071699053,0.15579356765132282,5497
R,q30_medexp,medical-cash,controls,HC3,pooled,0.11387003988842487,0.053055009916467236,0.009884131252733658,0.21785594852411608,0.03185194896924898,5497
R,q30_medexp,medical-food,controls,HC3,200,0.206207804012139,0.09647988514075272,0.017110703903702562,0.39530490412057545,0.03257246531627126,5497
R,q30_medexp,medical-food,controls,HC3,1000,0.01822318485917692,0.08706799451036691,-0.15242694858727335,0.1888733183056272,0.8342153642367666,5497
R,q30_medexp,medical-food,controls,HC3,5000,0.10610662248898757,0.08793265893738088,-0.06623822209312306,0.2784514670710982,0.22755522198234157,5497
R,q30_medexp,medical-food,controls,HC3,pooled,0.11017920378676782,0.052470665225875554,0.007338589699193515,0.21301981787434213,0.035744256361554816,5497
R,q30_medexp,medical-cash,controls,province_cluster,200,0.1271291800805671,0.09820835382413923,-0.06535565639571228,0.31961401655684646,0.1954981609867964,5497
R,q30_medexp,medical-cash,controls,province_cluster,1000,0.09151842942666347,0.0950895512057791,-0.09485366624274083,0.27789052509606776,0.33582629622458593,5497
R,q30_medexp,medical-cash,controls,province_cluster,5000,0.12296251015804402,0.09336198007757572,-0.06002360831935044,0.3059486286354385,0.18782145491541757,5497
R,q30_medexp,medical-cash,controls,province_cluster,pooled,0.11387003988842487,0.05379048330148381,0.008442629906513413,0.21929744987033634,0.03426681158109718,5497
R,q30_medexp,medical-food,controls,province_cluster,200,0.206207804012139,0.09623705578553673,0.017586640694314953,0.3948289673299631,0.03213664052653648,5497
R,q30_medexp,medical-food,controls,province_cluster,1000,0.01822318485917692,0.08520984190452317,-0.14878503640204038,0.18523140612039424,0.8306543296574453,5497
R,q30_medexp,medical-food,controls,province_cluster,5000,0.10610662248898757,0.07258604873253177,-0.03615941880684394,0.2483726637848191,0.14379475356315852,5497
R,q30_medexp,medical-food,controls,province_cluster,pooled,0.11017920378676782,0.04641749360412774,0.019202588070059146,0.2011558195034765,0.017612908399212576,5497
R,q30_medexp,medical-cash,province_FE,HC1,200,0.13613793374840502,0.10163990086689029,-0.06307261134292136,0.3353484788397314,0.18043584601041263,5497
R,q30_medexp,medical-cash,province_FE,HC1,1000,0.08443200786433357,0.09056781875688308,-0.09307765505750844,0.2619416707861756,0.3512064349104633,5497
R,q30_medexp,medical-cash,province_FE,HC1,5000,0.14241096135752018,0.08704863176140193,-0.02820122179831705,0.31302314451335744,0.10184103046085835,5497
R,q30_medexp,medical-cash,province_FE,HC1,pooled,0.1209936343234196,0.05380030090367705,0.015546982194794848,0.22644028645204434,0.024516330684648025,5497
R,q30_medexp,medical-food,province_FE,HC1,200,0.2461428140357133,0.09752823391653942,0.054990988083498255,0.4372946399879284,0.011609037660281452,5497
R,q30_medexp,medical-food,province_FE,HC1,1000,0.0279223375042625,0.0890578903594122,-0.14662792013930231,0.20247259514782728,0.7538778859006365,5497
R,q30_medexp,medical-food,province_FE,HC1,5000,0.11852582650125647,0.08905641413925963,-0.05602153780397605,0.29307319080648897,0.1832195341189039,5497
R,q30_medexp,medical-food,province_FE,HC1,pooled,0.13086365934707744,0.05302500855869392,0.026936552292109228,0.23479076640204566,0.013588507916502202,5497
R,q30_medexp,medical-cash,province_FE,HC3,200,0.13613793374840502,0.10242955841639405,-0.06462031170006888,0.3368961791968789,0.18381882025736207,5497
R,q30_medexp,medical-cash,province_FE,HC3,1000,0.08443200786433357,0.0914413286369281,-0.09478970296253657,0.2636537186912037,0.35582679297710085,5497
R,q30_medexp,medical-cash,province_FE,HC3,5000,0.14241096135752018,0.08769714688250041,-0.029472288079099712,0.3142942107941401,0.10439821251848991,5497
R,q30_medexp,medical-cash,province_FE,HC3,pooled,0.1209936343234196,0.054232430498342865,0.014700023752595964,0.22728724489424323,0.025679807624897796,5497
R,q30_medexp,medical-food,province_FE,HC3,200,0.2461428140357133,0.09833546150718683,0.053408851078502295,0.4388767769929243,0.012311315823435587,5497
R,q30_medexp,medical-food,province_FE,HC3,1000,0.0279223375042625,0.08984468829667625,-0.1481700157594502,0.20401469076797524,0.7559644455579545,5497
R,q30_medexp,medical-food,province_FE,HC3,5000,0.11852582650125647,0.08971539825836632,-0.05731312294380901,0.29436477594632193,0.1864575667564562,5497
R,q30_medexp,medical-food,province_FE,HC3,pooled,0.13086365934707744,0.053447243798023014,0.02610898643002056,0.2356183322641343,0.014346671386496597,5497
R,q30_medexp,medical-cash,province_FE,province_cluster,200,0.13613793374840502,0.10587888631433166,-0.07138087015089586,0.3436567376477059,0.1985166232079002,5497
R,q30_medexp,medical-cash,province_FE,province_cluster,1000,0.08443200786433357,0.09471782252613964,-0.10121151298095678,0.2700755287096239,0.37271155540303036,5497
R,q30_medexp,medical-cash,province_FE,province_cluster,5000,0.14241096135752018,0.09084773389289104,-0.03564732514962504,0.3204692478646654,0.11697951512271028,5497
R,q30_medexp,medical-cash,province_FE,province_cluster,pooled,0.1209936343234196,0.054114462154688556,0.014931237457474253,0.22705603118936496,0.02535940185396395,5497
R,q30_medexp,medical-food,province_FE,province_cluster,200,0.2461428140357133,0.10241653633381924,0.045410091400089725,0.4468755366713369,0.01624561669789362,5497
R,q30_medexp,medical-food,province_FE,province_cluster,1000,0.0279223375042625,0.08505959384425624,-0.13879140297008463,0.1946360779786096,0.7427090837234667,5497
R,q30_medexp,medical-food,province_FE,province_cluster,5000,0.11852582650125647,0.07295209727225722,-0.0244576567490304,0.26150930975154335,0.104224878302601,5497
R,q30_medexp,medical-food,province_FE,province_cluster,pooled,0.13086365934707744,0.04650168550555761,0.039722030535776276,0.2220052881583786,0.004890332297517742,5497
R,q30_medexp,medical-cash,citytier_FE,HC1,200,0.14188174889735128,0.10036848358099006,-0.05483686410428898,0.33860036189899156,0.15747686259024363,5497
R,q30_medexp,medical-cash,citytier_FE,HC1,1000,0.07370151709545705,0.0901654897438487,-0.10301959545090203,0.25042262964181616,0.41369831845010896,5497
R,q30_medexp,medical-cash,citytier_FE,HC1,5000,0.13929690640593853,0.0867245716843499,-0.030680130670049433,0.3092739434819265,0.10823022824310957,5497
R,q30_medexp,medical-cash,citytier_FE,HC1,pooled,0.1182933907995823,0.05343531567794661,0.013562096568278434,0.22302468503088618,0.02684474387401543,5497
R,q30_medexp,medical-food,citytier_FE,HC1,200,0.2539011178320521,0.09638537772454997,0.06498924885564497,0.44281298680845926,0.00843286926972275,5497
R,q30_medexp,medical-food,citytier_FE,HC1,1000,0.03000303907712973,0.08876496880716928,-0.14397310287374337,0.20397918102800283,0.7353591159640336,5497
R,q30_medexp,medical-food,citytier_FE,HC1,5000,0.12582207720183722,0.0882858768680172,-0.04721506180301435,0.29885921620668876,0.15410906746062572,5497
R,q30_medexp,medical-food,citytier_FE,HC1,pooled,0.1365754113703397,0.052687847466391116,0.03330912791327319,0.23984169482740625,0.009537497861187624,5497
R,q30_medexp,medical-cash,citytier_FE,HC3,200,0.14188174889735128,0.10093047179898251,-0.055938340771290035,0.33970183856599256,0.1598020877384967,5497
R,q30_medexp,medical-cash,citytier_FE,HC3,1000,0.07370151709545705,0.09067291817381859,-0.10401413689837471,0.25141717108928885,0.41631648758068995,5497
R,q30_medexp,medical-cash,citytier_FE,HC3,5000,0.13929690640593853,0.08720882449384454,-0.031629248736071286,0.3102230615479483,0.11020331913525376,5497
R,q30_medexp,medical-cash,citytier_FE,HC3,pooled,0.1182933907995823,0.05373486056363903,0.012974999380568134,0.22361178221859646,0.027705785752480307,5497
R,q30_medexp,medical-food,citytier_FE,HC3,200,0.2539011178320521,0.09691651423457597,0.06394824042511973,0.4438539952389845,0.008798338840657805,5497
R,q30_medexp,medical-food,citytier_FE,HC3,1000,0.03000303907712973,0.08927569128496116,-0.14497410053631052,0.20498017869056998,0.73681675017463,5497
R,q30_medexp,medical-food,citytier_FE,HC3,5000,0.12582207720183722,0.0887932302303043,-0.048209456120532374,0.2998536105242068,0.15647611180264734,5497
R,q30_medexp,medical-food,citytier_FE,HC3,pooled,0.1365754113703397,0.052986129453279594,0.03272450596173472,0.24042631677894472,0.009949797836393406,5497
R,q30_medexp,medical-cash,citytier_FE,province_cluster,200,0.14188174889735128,0.1046346142018157,-0.06319832647445076,0.34696182426915334,0.17510764584131833,5497
R,q30_medexp,medical-cash,citytier_FE,province_cluster,1000,0.07370151709545705,0.09257218076207814,-0.10773662316854776,0.25513965735946187,0.42594375424998754,5497
R,q30_medexp,medical-cash,citytier_FE,province_cluster,5000,0.13929690640593853,0.09126183611563454,-0.03957300554370197,0.31816681835557903,0.12692435137861724,5497
R,q30_medexp,medical-cash,citytier_FE,province_cluster,pooled,0.1182933907995823,0.05256753415526239,0.015262917099188839,0.22132386449997576,0.024429101007437143,5497
R,q30_medexp,medical-food,citytier_FE,province_cluster,200,0.2539011178320521,0.0969827170979472,0.06381848519723868,0.44398375046686556,0.00884458310403039,5497
R,q30_medexp,medical-food,citytier_FE,province_cluster,1000,0.03000303907712973,0.0835828211094102,-0.13381628002356843,0.1938223581778279,0.7196236740067721,5497
R,q30_medexp,medical-food,citytier_FE,province_cluster,5000,0.12582207720183722,0.0738692639157844,-0.018959019637584396,0.27060317404125883,0.08851052270251299,5497
R,q30_medexp,medical-food,citytier_FE,province_cluster,pooled,0.1365754113703397,0.04496227049553944,0.048450980535934524,0.2246998422047449,0.002385051397804873,5497
A,income_h,medical-cash,saturated,HC1,200,-0.08760971501191983,0.10058159688373004,-0.2847460224115569,0.1095265923877172,0.3837370852414369,5480
A,income_h,medical-cash,saturated,HC1,1000,-0.24181059667656563,0.08958418873449829,-0.41739238018042113,-0.06622881317271012,0.006949484057034378,5480
A,income_h,medical-cash,saturated,HC1,5000,-0.008090674594041336,0.08956678096800147,-0.18363833950251177,0.1674569903144291,0.9280240293480111,5480
A,income_h,medical-cash,saturated,HC1,pooled,-0.1125036620941756,0.053917831266010095,-0.21818066950006304,-0.00682665468828815,0.0369264628453911,5480
A,income_h,medical-food,saturated,HC1,200,-0.270553135842207,0.09537403492583776,-0.4574828093571143,-0.08362346232729975,0.004557402204546787,5480
A,income_h,medical-food,saturated,HC1,1000,-0.15206460281722217,0.08627723556453819,-0.3211648772093953,0.01703567157495095,0.07798294847795381,5480
A,income_h,medical-food,saturated,HC1,5000,-0.045841917544280464,0.08414141892635081,-0.21075606824802492,0.119072233159464,0.5858774062294474,5480
A,income_h,medical-food,saturated,HC1,pooled,-0.1561532187345699,0.05122905674368954,-0.25656032491416014,-0.055746112554979604,0.0023026439383829734,5480
A,q43_edu,medical-cash,saturated,HC1,200,-0.1151630449460721,0.09694847409397697,-0.3051785625263814,0.07485247263423722,0.2348811311010468,5480
A,q43_edu,medical-cash,saturated,HC1,1000,-0.17320503420040761,0.09079815202416415,-0.35116614203056196,0.0047560736297467265,0.05644510135832213,5480
A,q43_edu,medical-cash,saturated,HC1,5000,-0.002622090358858631,0.08764919003917178,-0.17441134610974215,0.1691671653920249,0.9761342529593502,5480
A,q43_edu,medical-cash,saturated,HC1,pooled,-0.09699672316844613,0.05304682580793521,-0.200966591246169,0.006973144909276738,0.06747284355970844,5480
A,q43_edu,medical-food,saturated,HC1,200,-0.10089378952854208,0.09045229394325689,-0.2781770279763561,0.07638944891927191,0.2646634186938315,5480
A,q43_edu,medical-food,saturated,HC1,1000,-0.2656840126118399,0.08758030922719953,-0.43733826445203194,-0.09402976077164782,0.0024165107151869762,5480
A,q43_edu,medical-food,saturated,HC1,5000,-0.0972682596144239,0.08595844365480908,-0.2657437133449652,0.07120719411611742,0.25781396907335974,5480
A,q43_edu,medical-food,saturated,HC1,pooled,-0.15461535391826864,0.05081642569035036,-0.2542137180944113,-0.05501698974212599,0.0023452398124707155,5480
A,q30_medexp,medical-cash,saturated,HC1,200,0.1482398409913773,0.10082457937072171,-0.049372703331637374,0.345852385314392,0.14148733593908208,5480
A,q30_medexp,medical-cash,saturated,HC1,1000,0.07726937847368975,0.09006214995511592,-0.0992491918085831,0.2537879487559626,0.39091665854145663,5480
A,q30_medexp,medical-cash,saturated,HC1,5000,0.13220550865977249,0.08710021998982365,-0.03850778556579754,0.3029188028853425,0.12905094401898168,5480
A,q30_medexp,medical-cash,saturated,HC1,pooled,0.11923824270827985,0.0536068351592266,0.014170776471020205,0.22430570894553947,0.026127565271051877,5480
A,q30_medexp,medical-food,saturated,HC1,200,0.2632070285129261,0.09672364737933202,0.07363216319608334,0.45278189382976886,0.006504002563994533,5480
A,q30_medexp,medical-food,saturated,HC1,1000,0.025709336474442734,0.08826643673284439,-0.14728970056561555,0.19870837351450102,0.7708450771326149,5480
A,q30_medexp,medical-food,saturated,HC1,5000,0.12109684988439524,0.08822693732367395,-0.05182476973627838,0.2940184695050689,0.16988887523481488,5480
A,q30_medexp,medical-food,saturated,HC1,pooled,0.13667107162392134,0.05263123310712643,0.0335157502720214,0.23982639297582126,0.009410561920258681,5480
C,income_h,medical-cash,saturated,HC1,200,-0.08685562232779029,0.10411412743857432,-0.29091556238920935,0.1172043177336288,0.40414871675672703,5171
C,income_h,medical-cash,saturated,HC1,1000,-0.2260676433163531,0.0906373738935643,-0.40371363180103004,-0.048421654831676125,0.012624176208068834,5171
C,income_h,medical-cash,saturated,HC1,5000,0.011978854632897926,0.09350101116337428,-0.17127975976539322,0.19523746903118905,0.8980581975966591,5171
C,income_h,medical-cash,saturated,HC1,pooled,-0.10031480367041515,0.05557509850762584,-0.2092399951826275,0.008610387841797212,0.07106975223896077,5171
C,income_h,medical-food,saturated,HC1,200,-0.27320218269306584,0.0980289581224077,-0.46533541005497014,-0.08106895533116157,0.005320605490062972,5171
C,income_h,medical-food,saturated,HC1,1000,-0.11239662658629015,0.08752916966964586,-0.2839506467354917,0.05915739356291139,0.19910529009333588,5171
C,income_h,medical-food,saturated,HC1,5000,-0.04244081096426376,0.08864600284703196,-0.2161837839178815,0.13130216198935396,0.6321041537815643,5171
C,income_h,medical-food,saturated,HC1,pooled,-0.14267987341453992,0.0528405841442798,-0.24624551525938654,-0.03911423156969328,0.006929887542373322,5171
C,income_h,medical-cash,controls,HC1,200,-0.08256088957499888,0.10206372811264844,-0.2826021208036781,0.11748034165368029,0.41856398979259435,5171
C,income_h,medical-cash,controls,HC1,1000,-0.20199845760462132,0.08853559944376772,-0.3755250438640705,-0.02847187134517215,0.022515881033902178,5171
C,income_h,medical-cash,controls,HC1,5000,0.033051467447254804,0.09189658503517345,-0.14706252952390764,0.21316546441841727,0.7191018830301479,5171
C,income_h,medical-cash,controls,HC1,pooled,-0.08383595991078846,0.05437131425488827,-0.1904017776424787,0.022729857820901783,0.12309418380793799,5171
C,income_h,medical-food,controls,HC1,200,-0.2808579630553336,0.09757638663696518,-0.47210416660534077,-0.08961175950532646,0.003997747131998309,5171
C,income_h,medical-food,controls,HC1,1000,-0.1017369934183387,0.08739966013383413,-0.2730371795416947,0.06956319270501735,0.24440644327457317,5171
C,income_h,medical-food,controls,HC1,5000,-0.004597315184241543,0.08479896118967763,-0.17080022504241948,0.16160559467393643,0.9567644383740295,5171
C,income_h,medical-food,controls,HC1,pooled,-0.12906409055263793,0.05195482918146974,-0.23089368457124926,-0.02723449653402661,0.01298575731180596,5171
C,income_h,medical-cash,province_FE,HC1,200,-0.07666467571999426,0.1044568225273065,-0.2813962858130072,0.12806693437301864,0.46298743438815804,5171
C,income_h,medical-cash,province_FE,HC1,1000,-0.22778749909522827,0.09046098842604115,-0.4050877784161636,-0.050487219774292935,0.011799839322702782,5171
C,income_h,medical-cash,province_FE,HC1,5000,0.028938236236495732,0.09391130678143605,-0.15512454279621107,0.21300101526920256,0.7579725146071605,5171
C,income_h,medical-cash,province_FE,HC1,pooled,-0.09183797952624229,0.05567368583477599,-0.200956398649001,0.017280439596516428,0.09902967404251165,5171
C,income_h,medical-food,province_FE,HC1,200,-0.26123194760015817,0.09814485611575278,-0.45359233085489925,-0.06887156434541705,0.007774764561300337,5171
C,income_h,medical-food,province_FE,HC1,1000,-0.10976563218465751,0.08802605806971951,-0.28229353570233917,0.06276227133302412,0.2124094203077771,5171
C,income_h,medical-food,province_FE,HC1,5000,-0.042893974514785355,0.08936992521732127,-0.218055809241773,0.1322678602122023,0.6312559536056022,5171
C,income_h,medical-food,province_FE,HC1,pooled,-0.13796385143320036,0.0529432885443686,-0.24173079020327484,-0.034196912663125884,0.009163858748135655,5171
C,income_h,medical-cash,citytier_FE,HC1,200,-0.08473977138307151,0.10419956365674321,-0.28896716335507694,0.11948762058893392,0.4160776189833203,5171
C,income_h,medical-cash,citytier_FE,HC1,1000,-0.22522226141241858,0.09065814232492934,-0.4029089552745864,-0.047535567550250735,0.012980544214512377,5171
C,income_h,medical-cash,citytier_FE,HC1,5000,0.01139297252301781,0.09336680471664373,-0.17160260207318834,0.194388547119224,0.902880167596186,5171
C,income_h,medical-cash,citytier_FE,HC1,pooled,-0.09952302009082407,0.055577885040689425,-0.20845367310748278,0.00940763292583463,0.07334231250406438,5171
C,income_h,medical-food,citytier_FE,HC1,200,-0.27862030174364427,0.09792079541590211,-0.47054153409632726,-0.08669906939096131,0.004436070437662937,5171
C,income_h,medical-food,citytier_FE,HC1,1000,-0.10997746603215622,0.08751015968426469,-0.281494227294664,0.06153929523035159,0.2088480142026986,5171
C,income_h,medical-food,citytier_FE,HC1,5000,-0.03943176289436963,0.0886283427774029,-0.21314012274754995,0.13427659695881067,0.6563837607954206,5171
C,income_h,medical-food,citytier_FE,HC1,pooled,-0.14267651022339006,0.052807213635162005,-0.24617674707222006,-0.03917627337456006,0.006895745475289463,5171
C,q43_edu,medical-cash,saturated,HC1,200,-0.09420666541526868,0.09938925439294044,-0.2890060244757213,0.10059269364518394,0.34320295008632895,5171
C,q43_edu,medical-cash,saturated,HC1,1000,-0.09824461018604928,0.09058239292692702,-0.27578283795628195,0.07929361758418339,0.27810400683749026,5171
C,q43_edu,medical-cash,saturated,HC1,5000,-0.0017084763751223503,0.09209793567120339,-0.18221711334116775,0.17880016059092302,0.9851995733383592,5171
C,q43_edu,medical-cash,saturated,HC1,pooled,-0.0647199173254801,0.05432967631051709,-0.17120412618581254,0.04176429153485235,0.23355769244014013,5171
C,q43_edu,medical-food,saturated,HC1,200,-0.08636056412009467,0.09270630186514564,-0.26806157691567856,0.09534044867548923,0.35156908520241836,5171
C,q43_edu,medical-food,saturated,HC1,1000,-0.1880635800703228,0.08845014133314583,-0.36142267151076624,-0.014704488629879386,0.03348577306160507,5171
C,q43_edu,medical-food,saturated,HC1,5000,-0.114885797684553,0.09128257009899,-0.29379634749482625,0.06402475212572024,0.20818452688965827,5171
C,q43_edu,medical-food,saturated,HC1,pooled,-0.12976998062499015,0.052440859293792344,-0.23255217615915572,-0.026987785090824584,0.013338668233931063,5171
C,q43_edu,medical-cash,controls,HC1,200,-0.09379452078757365,0.09832453590494906,-0.2865070699578892,0.09891802838274193,0.3401201256373342,5171
C,q43_edu,medical-cash,controls,HC1,1000,-0.06825408678146899,0.08992477854974525,-0.24450341405670967,0.10799524049377168,0.44784470812948884,5171
C,q43_edu,medical-cash,controls,HC1,5000,-0.028819849261290567,0.08821727706408351,-0.20172253512108562,0.14408283659850446,0.7439011038619279,5171
C,q43_edu,medical-cash,controls,HC1,pooled,-0.06362281894344442,0.05331871914623503,-0.1681255881718713,0.040879950284982466,0.23276958848115115,5171
C,q43_edu,medical-food,controls,HC1,200,-0.10021345862362442,0.09175377574823686,-0.2800475545357333,0.07962063728848447,0.2747452755293467,5171
C,q43_edu,medical-food,controls,HC1,1000,-0.17833943223726462,0.0879543820697542,-0.35072685337645837,-0.005952011098070892,0.042597457496358154,5171
C,q43_edu,medical-food,controls,HC1,5000,-0.1051607138088331,0.08742549874239929,-0.2765115426743875,0.06619011505672129,0.22903015453203268,5171
C,q43_edu,medical-food,controls,HC1,pooled,-0.12790453488990736,0.051393976137978775,-0.22863487714265668,-0.02717419263715802,0.012820867078225768,5171
C,q43_edu,medical-cash,province_FE,HC1,200,-0.08998564769826435,0.09948523005962055,-0.28497311560880223,0.10500182021227351,0.36572363707023736,5171
C,q43_edu,medical-cash,province_FE,HC1,1000,-0.11176114382433995,0.09122248500949696,-0.290553929023199,0.06703164137451907,0.22051905484628398,5171
C,q43_edu,medical-cash,province_FE,HC1,5000,0.016089811640557034,0.0928078946912344,-0.1658103194352485,0.19798994271636255,0.8623630864595005,5171
