model,base,expanded,delta_r2,lo,hi,rules_out_001,rules_out_002
rf,O,O+S,0.0034339213599235,9.75218450346413e-05,0.0067129727505959,True,True
rf,O,O+A,0.0008695368400243,-0.0009361495170154,0.0025882550044983,True,True
rf,O,ALL,0.0016803668410517,-0.0014356067565228,0.0049860894821883,True,True
