seed,amount,method,calibration,cal_lo,cal_hi,top_bottom,tb_lo,tb_hi,N
20260928,5000,t,0.605139364271495,-0.06474255004114748,1.2750212785841373,0.06476535574110914,-0.020924328750935778,0.15045504023315406,1220
20260928,5000,dr,0.015993436666097482,-0.6358408002689968,0.6678276736011919,0.007218907070702607,-0.08011566539329626,0.09455347953470147,1220
20260929,200,t,0.11298950291649731,-0.5214781357422226,0.7474571415752173,2.2965879265091083e-05,-0.09716324506104973,0.09720917681957991,1234
20260929,200,dr,0.14615166503172733,-0.40306971164568767,0.6953730417091424,0.048158959096459036,-0.05128248420604348,0.14760040239896155,1234
20260929,1000,t,1.1210994230278215,0.6122171376308897,1.6299817084247534,0.18849548440065667,0.09335358538450791,0.28363738341680544,1207
20260929,1000,dr,0.5866013327668907,0.15509482842892636,1.018107837104855,0.13492658730158727,0.03897861684190386,0.2308745577612707,1207
20260929,5000,t,-0.2067273924091442,-0.8082429933861159,0.3947882085678276,-0.0393675724799534,-0.1252067845956385,0.0464716396357317,1220
20260929,5000,dr,-0.5341055691343749,-1.0800878626764916,0.01187672440774179,-0.08151426475862605,-0.16890670319568285,0.0058781736784307426,1220
20260930,200,t,-0.25730361428391235,-0.8953945817845532,0.3807873532167285,-0.06878007934893329,-0.1661950113346815,0.028634852636814923,1234
20260930,200,dr,-0.17514060538056928,-0.6974022720784773,0.34712106131733866,-0.04995232235200764,-0.14859091046841907,0.0486862657644038,1234
20260930,1000,t,1.1196985118976417,0.6245826902138729,1.6148143335814105,0.2041600239437836,0.10913600024887056,0.29918404763869666,1207
20260930,1000,dr,0.9464095218799261,0.5071613963418271,1.385657647418025,0.20301927926788124,0.10578016352925082,0.30025839500651164,1207
20260930,5000,t,0.14791015819020703,-0.5055955638971972,0.8014158802776112,0.014467666534278223,-0.0743437051723253,0.10327903824088175,1220
20260930,5000,dr,-0.03542978896740577,-0.6078624139052685,0.537002835970457,0.020455691906963086,-0.06509815272402682,0.10600953653795299,1220
