sample,variable,specification,se_type,amount,effect_or_wald,se,lo,hi,p,N
A,income_h,controls,city_cluster,200,-0.2808727982067892,0.08912004123287737,-0.45554486932395344,-0.10620072708962494,0.0016236559596774342,5480
A,income_h,controls,city_cluster,1000,-0.15158166345248522,0.08504525787534108,-0.31826730594407515,0.015103979039104681,0.07468978209610119,5480
A,income_h,controls,city_cluster,5000,-0.01717689718391993,0.07350568152077928,-0.1612453856237187,0.12689159125587884,0.815232469998554,5480
A,income_h,controls,city_cluster,joint,17.601719797056596,,,,0.0073085517720728205,5480
A,income_h,province_FE,HC1,200,-0.25809722031881177,0.0955613554889183,-0.44539403539092065,-0.07080040524670289,0.006916179796481777,5480
A,income_h,province_FE,HC1,1000,-0.14694876692608488,0.08664209720840621,-0.3167641569995794,0.022866623147409643,0.08987763986526451,5480
A,income_h,province_FE,HC1,5000,-0.04602300125845887,0.08470727411530302,-0.21204620775301475,0.120000205236097,0.5869107552169354,5480
A,income_h,province_FE,HC1,joint,16.063933639134135,,,,0.013414892930763877,5480
A,income_h,province_FE,HC3,200,-0.25809722031881177,0.09642847432597984,-0.44709355708187754,-0.069100883555746,0.007438081195172521,5480
A,income_h,province_FE,HC3,1000,-0.14694876692608488,0.08735225611515755,-0.31815604288011234,0.024258509027942604,0.09251940903975726,5480
A,income_h,province_FE,HC3,5000,-0.04602300125845887,0.085472489462527,-0.21354600227399106,0.12149999975707332,0.5902636752895474,5480
A,income_h,province_FE,HC3,joint,15.796028634529359,,,,0.014891659199063175,5480
A,income_h,province_FE,province_cluster,200,-0.25809722031881177,0.09946369862372367,-0.45304248739045627,-0.06315195324716724,0.009462157456132601,5480
A,income_h,province_FE,province_cluster,1000,-0.14694876692608488,0.08543234760646369,-0.3143930913494604,0.02049555749729065,0.08542152910827142,5480
A,income_h,province_FE,province_cluster,5000,-0.04602300125845887,0.08657057820369733,-0.21569821665851385,0.1236522141415961,0.5949864054214653,5480
A,income_h,province_FE,province_cluster,joint,14.211443196049006,,,,0.02736137292347441,5480
A,income_h,province_FE,city_cluster,200,-0.25809722031881177,0.08954395462010617,-0.4336001464075089,-0.08259429423011469,0.003947181841230284,5480
A,income_h,province_FE,city_cluster,1000,-0.14694876692608488,0.08694982734227326,-0.3173672969789165,0.023469763126746757,0.0910201247539401,5480
A,income_h,province_FE,city_cluster,5000,-0.04602300125845887,0.08073508654005758,-0.20426086316569622,0.11221486064877847,0.5686440786872509,5480
A,income_h,province_FE,city_cluster,joint,17.044890410983275,,,,0.009119673617522245,5480
A,income_h,citytier_FE,HC1,200,-0.27594099408833617,0.09531389767078907,-0.4627528007492189,-0.08912918742745343,0.003790665351470433,5480
A,income_h,citytier_FE,HC1,1000,-0.15078446645823462,0.08626415070494009,-0.3198590949968527,0.018290162080383476,0.08047460447186516,5480
A,income_h,citytier_FE,HC1,5000,-0.04396816691914675,0.08407828873311281,-0.20875858471780767,0.12082225087951416,0.60101380090376,5480
A,income_h,citytier_FE,HC1,joint,16.81919382372161,,,,0.009971214383294803,5480
A,income_h,citytier_FE,HC3,200,-0.27594099408833617,0.09598257268881354,-0.4640633797019085,-0.08781860847476383,0.004041461990580953,5480
A,income_h,citytier_FE,HC3,1000,-0.15078446645823462,0.0867595965922126,-0.32083015109219537,0.019261218175726097,0.08221835377230323,5480
A,income_h,citytier_FE,HC3,5000,-0.04396816691914675,0.08461163955247619,-0.20980393311488482,0.12186759927659131,0.6033097795396236,5480
A,income_h,citytier_FE,HC3,joint,16.60819179527985,,,,0.010836361502481493,5480
A,income_h,citytier_FE,province_cluster,200,-0.27594099408833617,0.0992497712344158,-0.4704669711816306,-0.08141501699504172,0.005431400118418339,5480
A,income_h,citytier_FE,province_cluster,1000,-0.15078446645823462,0.08425359682829726,-0.3159184818096554,0.014349548893186154,0.07351016284595147,5480
A,income_h,citytier_FE,province_cluster,5000,-0.04396816691914675,0.08413367982903874,-0.20886714927088668,0.1209308154325932,0.6012534195214686,5480
A,income_h,citytier_FE,province_cluster,joint,14.897013097373417,,,,0.021073024261153858,5480
A,income_h,citytier_FE,city_cluster,200,-0.27594099408833617,0.0898075065599588,-0.45196047248720006,-0.09992151568947227,0.00212214996889292,5480
A,income_h,citytier_FE,city_cluster,1000,-0.15078446645823462,0.0859290343548221,-0.319202279019991,0.017633346103521713,0.07930109681848778,5480
A,income_h,citytier_FE,city_cluster,5000,-0.04396816691914675,0.07940766237680251,-0.19960432527419592,0.11166799143590243,0.5797829317557771,5480
A,income_h,citytier_FE,city_cluster,joint,17.961831660822845,,,,0.006328290917159947,5480
A,q43_edu,primary,HC1,200,-0.10089378952854208,0.09045229394325689,-0.2781770279763561,0.07638944891927191,0.2646634186938315,5480
A,q43_edu,primary,HC1,1000,-0.2656840126118399,0.08758030922719953,-0.43733826445203194,-0.09402976077164782,0.0024165107151869762,5480
A,q43_edu,primary,HC1,5000,-0.0972682596144239,0.08595844365480908,-0.2657437133449652,0.07120719411611742,0.25781396907335974,5480
A,q43_edu,primary,HC1,joint,12.886866411438184,,,,0.0448681120733049,5480
A,q43_edu,primary,HC3,200,-0.10089378952854208,0.09087822838423523,-0.2790118441404488,0.07722426508336463,0.26690915332382026,5480
A,q43_edu,primary,HC3,1000,-0.2656840126118399,0.08797831970180711,-0.4381183506477325,-0.09324967457594727,0.0025287443144232312,5480
A,q43_edu,primary,HC3,5000,-0.0972682596144239,0.08632200020596349,-0.26645627109157144,0.07191975186272367,0.2598239652099884,5480
A,q43_edu,primary,HC3,joint,12.768702265713156,,,,0.046859601033210956,5480
A,q43_edu,primary,province_cluster,200,-0.10089378952854208,0.10901894942707858,-0.31456700403800963,0.1127794249809255,0.3547213748889817,5480
A,q43_edu,primary,province_cluster,1000,-0.2656840126118399,0.10973279413224772,-0.48075633703399356,-0.05061168818968617,0.01546976259709279,5480
A,q43_edu,primary,province_cluster,5000,-0.0972682596144239,0.09715279751710428,-0.2876842437452607,0.09314772451641287,0.31673570515597005,5480
A,q43_edu,primary,province_cluster,joint,17.068360500925607,,,,0.00903526569116139,5480
A,q43_edu,primary,city_cluster,200,-0.10089378952854208,0.09310863012633196,-0.28338335122601377,0.0815957721689296,0.27853610276684804,5480
A,q43_edu,primary,city_cluster,1000,-0.2656840126118399,0.0965132766323125,-0.45484655884112357,-0.07652146638255619,0.005908374666420173,5480
A,q43_edu,primary,city_cluster,5000,-0.0972682596144239,0.09109299894622286,-0.2758072567927658,0.081270737563918,0.2856149216686138,5480
A,q43_edu,primary,city_cluster,joint,12.48178152317482,,,,0.05204449691013949,5480
A,q43_edu,controls,HC1,200,-0.10619139647555678,0.08912459680496732,-0.2808723963499463,0.06848960339883273,0.23345982457145587,5480
A,q43_edu,controls,HC1,1000,-0.25701632964859,0.08663460569936354,-0.42681703663417103,-0.08721562266300895,0.0030104338617963832,5480
A,q43_edu,controls,HC1,5000,-0.07820389671631661,0.08301773455394228,-0.24091566652014984,0.08450787308751662,0.3461852963916847,5480
A,q43_edu,controls,HC1,joint,11.723054921519815,,,,0.0684400757784847,5480
A,q43_edu,controls,HC3,200,-0.10619139647555678,0.09000219304119006,-0.28259245336591077,0.0702096604147972,0.23804967376519226,5480
A,q43_edu,controls,HC3,1000,-0.25701632964859,0.08736982952531337,-0.42825804885360846,-0.08577461044357154,0.0032640992594134477,5480
A,q43_edu,controls,HC3,5000,-0.07820389671631661,0.0837130578818931,-0.242278475200544,0.08587068176791077,0.3502059228752672,5480
A,q43_edu,controls,HC3,joint,11.519429190182976,,,,0.0735895948960562,5480
A,q43_edu,controls,province_cluster,200,-0.10619139647555678,0.11157732425743754,-0.32487893351148167,0.11249614056036811,0.3412343414067701,5480
A,q43_edu,controls,province_cluster,1000,-0.25701632964859,0.10640592844232223,-0.4655681171370878,-0.048464542160092244,0.015716538526623868,5480
A,q43_edu,controls,province_cluster,5000,-0.07820389671631661,0.09004913100848906,-0.25469695033208417,0.09828915689945095,0.3851436035516793,5480
A,q43_edu,controls,province_cluster,joint,12.610115531539668,,,,0.04966249857001196,5480
A,q43_edu,controls,city_cluster,200,-0.10619139647555678,0.09128187453328963,-0.2851005830021084,0.07271779005099485,0.24469362398531447,5480
A,q43_edu,controls,city_cluster,1000,-0.25701632964859,0.09382480538703383,-0.44090956906365597,-0.07312309023352404,0.00615660902702184,5480
A,q43_edu,controls,city_cluster,5000,-0.07820389671631661,0.08767694461104833,-0.2500475504284845,0.09363975699585128,0.37241700644880227,5480
A,q43_edu,controls,city_cluster,joint,11.327599989583563,,,,0.07876410967197865,5480
A,q43_edu,province_FE,HC1,200,-0.08917243204120633,0.09092462900059954,-0.26738143019004756,0.0890365661076349,0.32672633621478464,5480
A,q43_edu,province_FE,HC1,1000,-0.2758134865178805,0.0881711071526399,-0.4486256810140767,-0.10300129202168434,0.0017590333717871615,5480
A,q43_edu,province_FE,HC1,5000,-0.09345674126697073,0.08618572862314004,-0.2623776653496681,0.07546418281572662,0.27820323410315617,5480
A,q43_edu,province_FE,HC1,joint,13.409086873027395,,,,0.03698051391358994,5480
A,q43_edu,province_FE,HC3,200,-0.08917243204120633,0.09157811198503221,-0.2686622333040453,0.09031736922163268,0.33019019963604,5480
A,q43_edu,province_FE,HC3,1000,-0.2758134865178805,0.08884466919448288,-0.4499458383574422,-0.10168113467831885,0.0019063566069720185,5480
A,q43_edu,province_FE,HC3,5000,-0.09345674126697073,0.08677549973308128,-0.26353359548427513,0.07662011295033366,0.2814826954377113,5480
A,q43_edu,province_FE,HC3,joint,13.205511018736274,,,,0.039886048815524086,5480
A,q43_edu,province_FE,province_cluster,200,-0.08917243204120633,0.10890078143459203,-0.30261404154127486,0.12426917745886222,0.4128770972710558,5480
A,q43_edu,province_FE,province_cluster,1000,-0.2758134865178805,0.11116817275619137,-0.49369910134714245,-0.0579278716886186,0.013099701641285417,5480
A,q43_edu,province_FE,province_cluster,5000,-0.09345674126697073,0.09957983148584197,-0.28862962456578867,0.10171614203184723,0.3479820005814166,5480
A,q43_edu,province_FE,province_cluster,joint,16.27190228139347,,,,0.012366625437307481,5480
A,q43_edu,province_FE,city_cluster,200,-0.08917243204120633,0.0931794716711952,-0.27180084061521914,0.0934559765328065,0.33856900111644217,5480
A,q43_edu,province_FE,city_cluster,1000,-0.2758134865178805,0.09634541243300614,-0.4646470249622301,-0.08697994807353093,0.004199727542745287,5480
A,q43_edu,province_FE,city_cluster,5000,-0.09345674126697073,0.09180839686415752,-0.27339789259907954,0.08648441006513805,0.30869973210334234,5480
A,q43_edu,province_FE,city_cluster,joint,12.827628950747542,,,,0.04585635423063767,5480
A,q43_edu,citytier_FE,HC1,200,-0.09733919949130397,0.09044836649356541,-0.27461474027917154,0.07993634129656361,0.28184440722608717,5480
A,q43_edu,citytier_FE,HC1,1000,-0.2659742996654997,0.08756355438984793,-0.43759571262791574,-0.09435288670308359,0.002385493756879582,5480
A,q43_edu,citytier_FE,HC1,5000,-0.09736095840110456,0.0857950293670797,-0.265516126013137,0.07079420921092791,0.256455418383324,5480
A,q43_edu,citytier_FE,HC1,joint,12.844628373760651,,,,0.04557069191391819,5480
A,q43_edu,citytier_FE,HC3,200,-0.09733919949130397,0.09090989078712791,-0.27551931127254436,0.08084091228993641,0.2842945495720365,5480
A,q43_edu,citytier_FE,HC3,1000,-0.2659742996654997,0.0879954178509891,-0.4384421494579913,-0.09350644987300807,0.002506193846758747,5480
A,q43_edu,citytier_FE,HC3,5000,-0.09736095840110456,0.08618822760369571,-0.2662867803956891,0.07156486359347997,0.25863142655857563,5480
A,q43_edu,citytier_FE,HC3,joint,12.717256566509944,,,,0.04775223473389917,5480
A,q43_edu,citytier_FE,province_cluster,200,-0.09733919949130397,0.1092949513520546,-0.3115533678333883,0.11687496885078032,0.37313832027436533,5480
A,q43_edu,citytier_FE,province_cluster,1000,-0.2659742996654997,0.11041092027782322,-0.48237572690995634,-0.049572872421043024,0.015998524057868897,5480
A,q43_edu,citytier_FE,province_cluster,5000,-0.09736095840110456,0.09840223389821633,-0.290225792839895,0.09550387603768587,0.32245858714057807,5480
A,q43_edu,citytier_FE,province_cluster,joint,16.838807231536226,,,,0.00989426951624215,5480
A,q43_edu,citytier_FE,city_cluster,200,-0.09733919949130397,0.09330816692406876,-0.28021984612593026,0.08554144714332233,0.2968550791933352,5480
A,q43_edu,citytier_FE,city_cluster,1000,-0.2659742996654997,0.09641203995944493,-0.4549384256620483,-0.07701017366895108,0.005802735314070006,5480
A,q43_edu,citytier_FE,city_cluster,5000,-0.09736095840110456,0.09148791772580649,-0.2766739821642489,0.08195206536203975,0.28724050132542933,5480
A,q43_edu,citytier_FE,city_cluster,joint,12.390201912365573,,,,0.05380896523060963,5480
A,q30_medexp,primary,HC1,200,0.2632070285129261,0.09672364737933202,0.07363216319608334,0.45278189382976886,0.006504002563994533,5480
A,q30_medexp,primary,HC1,1000,0.025709336474442734,0.08826643673284439,-0.14728970056561555,0.19870837351450102,0.7708450771326149,5480
A,q30_medexp,primary,HC1,5000,0.12109684988439524,0.08822693732367395,-0.05182476973627838,0.2940184695050689,0.16988887523481488,5480
A,q30_medexp,primary,HC1,joint,11.06833194609893,,,,0.08628737035126025,5480
A,q30_medexp,primary,HC3,200,0.2632070285129261,0.09722101668758748,0.07265733726488705,0.45375671976096515,0.006783173069273515,5480
A,q30_medexp,primary,HC3,1000,0.025709336474442734,0.08874116691734636,-0.14822015462961347,0.19963882757849893,0.7720369586442873,5480
A,q30_medexp,primary,HC3,5000,0.12109684988439524,0.08870050655550961,-0.052752948374862565,0.29494664814365307,0.17217986061715462,5480
A,q30_medexp,primary,HC3,joint,10.955033330120372,,,,0.08977616337111957,5480
A,q30_medexp,primary,province_cluster,200,0.2632070285129261,0.09850290310209496,0.07014488606018121,0.456269170965671,0.007538406301425202,5480
A,q30_medexp,primary,province_cluster,1000,0.025709336474442734,0.08347085585315431,-0.1378905347564741,0.18930920770535956,0.7580794801928419,5480
A,q30_medexp,primary,province_cluster,5000,0.12109684988439524,0.07392521126301825,-0.023793901740635295,0.2659876015094258,0.1014009441497556,5480
A,q30_medexp,primary,province_cluster,joint,16.984505494034934,,,,0.00934035792783404,5480
A,q30_medexp,primary,city_cluster,200,0.2632070285129261,0.09501267367996166,0.07698561002534451,0.44942844700050766,0.0056016595520810225,5480
A,q30_medexp,primary,city_cluster,1000,0.025709336474442734,0.09099084054151578,-0.15262943390995523,0.2040481068588407,0.7775228707834558,5480
A,q30_medexp,primary,city_cluster,5000,0.12109684988439524,0.08688227546703113,-0.04918928092587367,0.2913829806946642,0.16337684579036094,5480
A,q30_medexp,primary,city_cluster,joint,10.271697106275889,,,,0.11366676646198674,5480
A,q30_medexp,controls,HC1,200,0.2111565781017919,0.0958734259195381,0.023248116225028315,0.39906503997855547,0.027633426034775702,5480
A,q30_medexp,controls,HC1,1000,0.010903255297885342,0.08613203989520338,-0.15791244081168038,0.17971895140745103,0.8992667466450582,5480
A,q30_medexp,controls,HC1,5000,0.09722767496864314,0.08661366213014286,-0.07253198337555765,0.2669873333128439,0.2616310719358893,5480
A,q30_medexp,controls,HC1,joint,8.256321821855792,,,,0.2199195690918251,5480
A,q30_medexp,controls,HC3,200,0.2111565781017919,0.0967759339869271,0.021479232917189006,0.4008339232863948,0.029116023132596276,5480
A,q30_medexp,controls,HC3,1000,0.010903255297885342,0.0868831635674992,-0.15938461615731564,0.18119112675308635,0.9001330254046709,5480
A,q30_medexp,controls,HC3,5000,0.09722767496864314,0.08739667360007619,-0.07406665765610874,0.268522007593395,0.2659287588158057,5480
A,q30_medexp,controls,HC3,joint,8.103474124681375,,,,0.23062015045363757,5480
A,q30_medexp,controls,province_cluster,200,0.2111565781017919,0.09509294247209628,0.024777835672543935,0.39753532053103985,0.02638292097203498,5480
A,q30_medexp,controls,province_cluster,1000,0.010903255297885342,0.0837047914174012,-0.15315512121365843,0.17496163180942909,0.8963619623237484,5480
A,q30_medexp,controls,province_cluster,5000,0.09722767496864314,0.07147455336832399,-0.04285987544435789,0.23731522538164418,0.17373129078337146,5480
A,q30_medexp,controls,province_cluster,joint,14.092873454367304,,,,0.028615747670044763,5480
A,q30_medexp,controls,city_cluster,200,0.2111565781017919,0.09306568517145648,0.02875118696919382,0.39356196923438996,0.023274509030514784,5480
A,q30_medexp,controls,city_cluster,1000,0.010903255297885342,0.09020740021350192,-0.1659000002595692,0.1877065108553399,0.903794998118845,5480
A,q30_medexp,controls,city_cluster,5000,0.09722767496864314,0.08450652162696953,-0.06840206387897231,0.2628574138162586,0.24992376207121458,5480
A,q30_medexp,controls,city_cluster,joint,7.442731557308342,,,,0.28183505753987487,5480
A,q30_medexp,province_FE,HC1,200,0.25440509946220863,0.09767412891529986,0.0629673245668986,0.4458428743575187,0.009197315662537734,5480
A,q30_medexp,province_FE,HC1,1000,0.020388191558642202,0.08884243317056582,-0.15373977775457348,0.19451616087185786,0.8184903527111911,5480
A,q30_medexp,province_FE,HC1,5000,0.11140355778418998,0.08891678644832043,-0.06287014127555723,0.2856772568439372,0.21024326426046014,5480
A,q30_medexp,province_FE,HC1,joint,10.425150973378459,,,,0.10785234257277569,5480
A,q30_medexp,province_FE,HC3,200,0.25440509946220863,0.09848655964919521,0.06137498958853027,0.447435209335887,0.009790406409505546,5480
A,q30_medexp,province_FE,HC3,1000,0.020388191558642202,0.08963264547048189,-0.15528856540254948,0.19606494851983391,0.8200630332347107,5480
A,q30_medexp,province_FE,HC3,5000,0.11140355778418998,0.08957699216578394,-0.0641641207041731,0.28697123627255305,0.21362375468189354,5480
A,q30_medexp,province_FE,HC3,joint,10.262097782258119,,,,0.11403964791894348,5480
A,q30_medexp,province_FE,province_cluster,200,0.25440509946220863,0.10082591475705223,0.05678993783008071,0.4520202610943366,0.011628846328988737,5480
A,q30_medexp,province_FE,province_cluster,1000,0.020388191558642202,0.08390151363612493,-0.1440557534165589,0.18483213653384328,0.8080042548999103,5480
A,q30_medexp,province_FE,province_cluster,5000,0.11140355778418998,0.0731041218778264,-0.0318778882177764,0.2546850037861563,0.1275330562491208,5480
A,q30_medexp,province_FE,province_cluster,joint,15.688781712408803,,,,0.015525549997052288,5480
A,q30_medexp,province_FE,city_cluster,200,0.25440509946220863,0.09578276102876868,0.06667433750601537,0.4421358614184019,0.007905871629800306,5480
A,q30_medexp,province_FE,city_cluster,1000,0.020388191558642202,0.09039128473341035,-0.15677547103514733,0.1975518541524317,0.8215476699013651,5480
A,q30_medexp,province_FE,city_cluster,5000,0.11140355778418998,0.08844916254587726,-0.06195361526845852,0.2847607308368385,0.20784229107404895,5480
A,q30_medexp,province_FE,city_cluster,joint,9.585690754841856,,,,0.14321894187757642,5480
A,q30_medexp,citytier_FE,HC1,200,0.2615194736701423,0.09648309190309894,0.07241608842300026,0.45062285891728426,0.006717753793440881,5480
A,q30_medexp,citytier_FE,HC1,1000,0.02342501998502372,0.08855880221969575,-0.15014704287958575,0.1969970828496332,0.7913840787505696,5480
A,q30_medexp,citytier_FE,HC1,5000,0.11908840221819382,0.08820993211452068,-0.0537998878049898,0.29197669224137746,0.17699782387993157,5480
A,q30_medexp,citytier_FE,HC1,joint,10.832957703651672,,,,0.09367832044558928,5480
A,q30_medexp,citytier_FE,HC3,200,0.2615194736701423,0.0970119796856879,0.07137948741726266,0.4516594599230219,0.007023159442738794,5480
A,q30_medexp,citytier_FE,HC3,1000,0.02342501998502372,0.08907080960366977,-0.1511505589119934,0.19800059888204083,0.7925557965832513,5480
A,q30_medexp,citytier_FE,HC3,5000,0.11908840221819382,0.08871482725057184,-0.05478946408761952,0.29296626852400715,0.1794750356399356,5480
A,q30_medexp,citytier_FE,HC3,joint,10.714824673911512,,,,0.09760021929778012,5480
A,q30_medexp,citytier_FE,province_cluster,200,0.2615194736701423,0.09500492068700218,0.07531325076953366,0.4477256965707509,0.005910711741139753,5480
A,q30_medexp,citytier_FE,province_cluster,1000,0.02342501998502372,0.08240624737850541,-0.13808825697794513,0.18493829694799258,0.7762090908652286,5480
A,q30_medexp,citytier_FE,province_cluster,5000,0.11908840221819382,0.07438836947963867,-0.02671012283055653,0.2648869272669442,0.1093988864119772,5480
A,q30_medexp,citytier_FE,province_cluster,joint,17.21834169516349,,,,0.00851342983733956,5480
A,q30_medexp,citytier_FE,city_cluster,200,0.2615194736701423,0.09400336404486812,0.07727626571659332,0.44576268162369126,0.005402129506031217,5480
A,q30_medexp,citytier_FE,city_cluster,1000,0.02342501998502372,0.09038875882573873,-0.15373369192070113,0.20058373189074857,0.7955129084090593,5480
A,q30_medexp,citytier_FE,city_cluster,5000,0.11908840221819382,0.08681316092734694,-0.05106226658348602,0.2892390710198737,0.17013249358650184,5480
A,q30_medexp,citytier_FE,city_cluster,joint,10.170970643898766,,,,0.11763427424173735,5480
C,income_h,primary,HC1,200,-0.27320218269306584,0.0980289581224077,-0.46533541005497014,-0.08106895533116157,0.005320605490062972,5171
C,income_h,primary,HC1,1000,-0.11239662658629015,0.08752916966964586,-0.2839506467354917,0.05915739356291139,0.19910529009333588,5171
C,income_h,primary,HC1,5000,-0.04244081096426376,0.08864600284703196,-0.2161837839178815,0.13130216198935396,0.6321041537815643,5171
C,income_h,primary,HC1,joint,15.015322902104742,,,,0.020137871579768388,5171
C,income_h,primary,HC3,200,-0.27320218269306584,0.09871041866516657,-0.46667104817566263,-0.07973331721046906,0.005645101421100262,5171
C,income_h,primary,HC3,1000,-0.11239662658629015,0.0880252000080389,-0.2849228483339813,0.060129595161400956,0.20164859055334383,5171
C,income_h,primary,HC3,5000,-0.04244081096426376,0.0892185295372745,-0.21730591561094476,0.13242429368241726,0.6342916631639677,5171
C,income_h,primary,HC3,joint,14.82789226095871,,,,0.021638403870309058,5171
C,income_h,primary,province_cluster,200,-0.27320218269306584,0.09660375394122919,-0.46254206118924435,-0.08386230419688731,0.0046829559061501895,5171
C,income_h,primary,province_cluster,1000,-0.11239662658629015,0.09023015486873136,-0.28924448044847506,0.06445122727589472,0.2128870795870509,5171
C,income_h,primary,province_cluster,5000,-0.04244081096426376,0.09264772009040169,-0.2240270055911991,0.13914538366267154,0.6468892030627247,5171
C,income_h,primary,province_cluster,joint,15.330605069983044,,,,0.017835469390787114,5171
C,income_h,primary,city_cluster,200,-0.27320218269306584,0.09314467403968606,-0.4557623891625735,-0.09064197622355821,0.003356011279334971,5171
C,income_h,primary,city_cluster,1000,-0.11239662658629015,0.0931739972258481,-0.29501430544458734,0.07022105227200703,0.22769838873256942,5171
C,income_h,primary,city_cluster,5000,-0.04244081096426376,0.08695034092892129,-0.21286034762842848,0.12797872569990093,0.6254761636587196,5171
C,income_h,primary,city_cluster,joint,15.242129942066931,,,,0.018454818294280105,5171
C,income_h,controls,HC1,200,-0.2808579630553336,0.09757638663696518,-0.47210416660534077,-0.08961175950532646,0.003997747131998309,5171
C,income_h,controls,HC1,1000,-0.1017369934183387,0.08739966013383413,-0.2730371795416947,0.06956319270501735,0.24440644327457317,5171
C,income_h,controls,HC1,5000,-0.004597315184241543,0.08479896118967763,-0.17080022504241948,0.16160559467393643,0.9567644383740295,5171
C,income_h,controls,HC1,joint,14.454826431504944,,,,0.02494824026385164,5171
C,income_h,controls,HC3,200,-0.2808579630553336,0.09876057764876456,-0.47442513833928357,-0.08729078777138363,0.0044575291773442695,5171
C,income_h,controls,HC3,1000,-0.1017369934183387,0.08821505589379751,-0.2746353258643697,0.07116133902769226,0.24879392402288059,5171
C,income_h,controls,HC3,5000,-0.004597315184241543,0.08575490853513755,-0.17267384741063763,0.1634792170421545,0.9572459398732831,5171
C,income_h,controls,HC3,joint,14.145471001170769,,,,0.028052718870168938,5171
C,income_h,controls,province_cluster,200,-0.2808579630553336,0.09562671122078269,-0.4682828730080799,-0.09343305310258729,0.0033137826538183137,5171
C,income_h,controls,province_cluster,1000,-0.1017369934183387,0.09455523745323677,-0.2870618533763156,0.0835878665396382,0.2819482672736846,5171
C,income_h,controls,province_cluster,5000,-0.004597315184241543,0.08749267239390826,-0.1760798019874636,0.16688517161898048,0.9580943242423844,5171
C,income_h,controls,province_cluster,joint,13.784578307311534,,,,0.032137330115434,5171
C,income_h,controls,city_cluster,200,-0.2808579630553336,0.09264184181555878,-0.4624326364752856,-0.09928328963538163,0.0024321822962718527,5171
C,income_h,controls,city_cluster,1000,-0.1017369934183387,0.09186859617777053,-0.281796133237023,0.07832214640034563,0.2681129819270197,5171
C,income_h,controls,city_cluster,5000,-0.004597315184241543,0.08188664722423691,-0.16509219455848267,0.15589756418999962,0.9552283446769544,5171
C,income_h,controls,city_cluster,joint,14.590166115698601,,,,0.0236953642799513,5171
C,income_h,province_FE,HC1,200,-0.26123194760015817,0.09814485611575278,-0.45359233085489925,-0.06887156434541705,0.007774764561300337,5171
C,income_h,province_FE,HC1,1000,-0.10976563218465751,0.08802605806971951,-0.28229353570233917,0.06276227133302412,0.2124094203077771,5171
C,income_h,province_FE,HC1,5000,-0.042893974514785355,0.08936992521732127,-0.218055809241773,0.1322678602122023,0.6312559536056022,5171
C,income_h,province_FE,HC1,joint,14.760814325272584,,,,0.02220088605278852,5171
C,income_h,province_FE,HC3,200,-0.26123194760015817,0.09907713154066604,-0.45541955711140103,-0.0670443380889153,0.008372860278235274,5171
C,income_h,province_FE,HC3,1000,-0.10976563218465751,0.08879800041128157,-0.2838065148899423,0.06427525052062727,0.21641124990772187,5171
C,income_h,province_FE,HC3,5000,-0.042893974514785355,0.09023035783264143,-0.2197422261789241,0.1339542771493534,0.6345140383053591,5171
C,income_h,province_FE,HC3,joint,14.501407024245418,,,,0.02451008216813411,5171
C,income_h,province_FE,province_cluster,200,-0.26123194760015817,0.0961760604278422,-0.4497335622136768,-0.07273033298663956,0.006603905685115583,5171
C,income_h,province_FE,province_cluster,1000,-0.10976563218465751,0.09160523307612158,-0.2893085898092531,0.06977732543993809,0.23082114291156652,5171
C,income_h,province_FE,province_cluster,5000,-0.042893974514785355,0.09446069958975832,-0.22803354366516912,0.1422455946355984,0.6497616470809504,5171
C,income_h,province_FE,province_cluster,joint,15.280441301485695,,,,0.018184143919703213,5171
C,income_h,province_FE,city_cluster,200,-0.26123194760015817,0.09282679145258262,-0.4431691156476306,-0.07929477955268571,0.004890077641095371,5171
C,income_h,province_FE,city_cluster,1000,-0.10976563218465751,0.09492737566907493,-0.29581986964294815,0.07628860527363315,0.2475536970727239,5171
C,income_h,province_FE,city_cluster,5000,-0.042893974514785355,0.08873053938216828,-0.21680263603264807,0.13101468700307736,0.6287986929848782,5171
C,income_h,province_FE,city_cluster,joint,14.877575473777885,,,,0.021230575094657898,5171
C,income_h,citytier_FE,HC1,200,-0.27862030174364427,0.09792079541590211,-0.47054153409632726,-0.08669906939096131,0.004436070437662937,5171
C,income_h,citytier_FE,HC1,1000,-0.10997746603215622,0.08751015968426469,-0.281494227294664,0.06153929523035159,0.2088480142026986,5171
C,income_h,citytier_FE,HC1,5000,-0.03943176289436963,0.0886283427774029,-0.21314012274754995,0.13427659695881067,0.6563837607954206,5171
C,income_h,citytier_FE,HC1,joint,15.319043730821914,,,,0.017915257127482806,5171
C,income_h,citytier_FE,HC3,200,-0.27862030174364427,0.09864084267836133,-0.47195280079791396,-0.08528780268937458,0.00473406057497242,5171
C,income_h,citytier_FE,HC3,1000,-0.10997746603215622,0.0880420012794126,-0.2825366176666343,0.06258168560232183,0.21161104590844737,5171
C,income_h,citytier_FE,HC3,5000,-0.03943176289436963,0.08923977588290347,-0.21433850961328654,0.13547498382454726,0.6585882831278062,5171
C,income_h,citytier_FE,HC3,joint,15.116481094945792,,,,0.01936984606710911,5171
C,income_h,citytier_FE,province_cluster,200,-0.27862030174364427,0.09580308945734232,-0.46639090668770417,-0.09084969679958438,0.0036344592163196914,5171
