domain,encoded_predictor,context,row_type,standardized_coef,lo,p10,p25,p50,p75,p90,hi,pooled_coef,fixed_display_subset,bootstrap_B
social_wellbeing,q05_trust_soc,cash-food,difference,-0.0030749692,-0.03928257692605257,-0.029640128649771214,-0.01692870259284973,-0.003392544575035572,0.008350015617907047,0.019687509350478683,0.029204044165089715,0.0034739755,False,300
social_wellbeing,q05_trust_soc,cash-medical,difference,-0.043841098,-0.0747347230091691,-0.06483381465077401,-0.05604459811002016,-0.043302442878484726,-0.03225651942193508,-0.02232213392853737,-0.009202970424667003,0.0034739755,False,300
social_wellbeing,q05_trust_soc,food-medical,difference,-0.040766127,-0.06957573257386684,-0.059475934505462645,-0.05105277616530657,-0.03935753554105759,-0.02853445801883936,-0.01836694926023483,-0.007301456085406255,0.0034739755,False,300
social_wellbeing,q08_support,cash,form,0.010253207,-0.013612274779006839,-0.004669905174523589,0.0019517325854394585,0.009761022869497538,0.017241640016436577,0.02361852265894415,0.034519334975630034,0.0018089174,False,300
social_wellbeing,q08_support,food,form,0.009480974,-0.013899193494580686,-0.004769496293738483,0.0031914102146402,0.009596952237188816,0.016303594689816236,0.022712845355272297,0.02964736935682594,0.0018089174,False,300
social_wellbeing,q08_support,medical,form,-0.010037,-0.028529993537813426,-0.022110520862042904,-0.017536406870931387,-0.010716020595282316,-0.0043984915828332305,0.001986801996827126,0.01204805455636232,0.0018089174,False,300
social_wellbeing,q08_support,cash-food,difference,0.0007722331,-0.031194202415645123,-0.018159720301628112,-0.009217048063874245,-0.0002648410154506564,0.010400806553661823,0.020236987993121163,0.03113263621926307,0.0018089174,False,300
social_wellbeing,q08_support,cash-medical,difference,0.020290207,-0.01241006248164922,-0.000917866011150181,0.010332884266972542,0.020757455378770828,0.030383887235075235,0.0411897785961628,0.04807664016261693,0.0018089174,False,300
social_wellbeing,q08_support,food-medical,difference,0.019517973,-0.00882967443903908,0.0023949138354510077,0.009958984330296516,0.020164400339126587,0.02900545345619321,0.0361783929169178,0.04475355297327038,0.0018089174,False,300
social_wellbeing,q12_voice,cash,form,0.025646387,0.002273978909943253,0.01053946288302541,0.018223318737000227,0.025378428399562836,0.03327016346156597,0.043712367862463,0.050486130174249404,0.0078061693,True,300
social_wellbeing,q12_voice,food,form,0.0013570391,-0.023626512661576272,-0.015683060325682164,-0.006845946772955358,0.0019155583577230573,0.011424519587308168,0.017446831241250047,0.025222480809316,0.0078061693,True,300
social_wellbeing,q12_voice,medical,form,0.0071436544,-0.014682954014278948,-0.0071173641365021465,-3.237394594179932e-05,0.007164742331951857,0.014452610397711396,0.02087411731481553,0.02924121026881036,0.0078061693,True,300
social_wellbeing,q12_voice,cash-food,difference,0.024289347,-0.010461437446065248,0.0022613183595240126,0.011650814674794674,0.023842360824346542,0.036389206536114216,0.04767092764377596,0.06135958880186081,0.0078061693,True,300
social_wellbeing,q12_voice,cash-medical,difference,0.018502733,-0.014267931110225618,-0.004208854585886002,0.007644866360351443,0.019655797630548477,0.031126666348427534,0.04041810743510725,0.049784070812165696,0.0078061693,True,300
social_wellbeing,q12_voice,food-medical,difference,-0.0057866154,-0.03561346558853984,-0.02578091565519571,-0.015746529679745436,-0.0044552471954375505,0.005716838757507503,0.015020953025668875,0.023513971501961342,0.0078061693,True,300
expectations,q16_fut_society,cash,form,0.028819002,0.004344616492744535,0.01193210929632187,0.019304591696709394,0.029057334177196026,0.036694470793008804,0.045186479389667515,0.053384236712008704,0.014452391,True,300
expectations,q16_fut_society,food,form,0.024097038,-0.00036692653520731234,0.008997129928320647,0.016221925150603056,0.022558321245014668,0.0316122155636549,0.03884282410144806,0.049462256673723455,0.014452391,True,300
expectations,q16_fut_society,medical,form,-0.011321721,-0.032375517394393684,-0.027041596360504627,-0.019850774202495813,-0.010895170271396637,-0.002611426345538348,0.0037904978031292644,0.01097299228422343,0.014452391,True,300
expectations,q16_fut_society,cash-food,difference,0.004721964,-0.0333039247430861,-0.019474808312952518,-0.005496119847521186,0.005949325859546661,0.017737440299242735,0.02704289648681879,0.03660799441859125,0.014452391,True,300
